Date, Open, High, Low, Close
05/29/07, 1515.55, 1521.80, 1512.02, 1518.11
05/25/07, 1507.50, 1517.41, 1507.50, 1515.73
05/24/07, 1522.10, 1529.31, 1505.18, 1507.51
05/23/07, 1524.09, 1532.43, 1521.90, 1522.28
05/22/07, 1525.10, 1529.24, 1522.05, 1524.12
05/21/07, 1522.75, 1529.87, 1522.71, 1525.10
05/18/07, 1512.74, 1522.75, 1512.74, 1522.75
05/17/07, 1514.01, 1517.14, 1509.29, 1512.75
05/16/07, 1500.75, 1514.15, 1500.75, 1514.14
05/15/07, 1503.11, 1514.83, 1500.43, 1501.19
05/14/07, 1505.76, 1510.90, 1498.34, 1503.15
05/11/07, 1491.47, 1506.24, 1491.47, 1505.85
05/10/07, 1512.33, 1512.33, 1491.42, 1491.47
05/09/07, 1507.32, 1513.80, 1503.77, 1512.58
05/08/07, 1509.36, 1509.36, 1500.66, 1507.72
05/07/07, 1505.57, 1511.00, 1505.54, 1509.48
05/04/07, 1502.35, 1510.34, 1501.80, 1505.62
05/03/07, 1495.56, 1503.34, 1495.56, 1502.39
05/02/07, 1486.13, 1499.10, 1486.13, 1495.92
05/01/07, 1482.37, 1487.27, 1476.70, 1486.30
04/30/07, 1494.07, 1497.16, 1482.29, 1482.37
04/27/07, 1494.21, 1497.32, 1488.67, 1494.07
04/26/07, 1495.27, 1498.02, 1491.17, 1494.25
04/25/07, 1480.28, 1496.59, 1480.28, 1495.42
04/24/07, 1480.93, 1483.82, 1473.74, 1480.41
04/23/07, 1484.33, 1487.32, 1480.19, 1480.93
04/20/07, 1470.69, 1484.74, 1470.69, 1484.35
04/19/07, 1472.48, 1474.23, 1464.47, 1470.73
04/18/07, 1471.47, 1476.57, 1466.41, 1472.50
04/17/07, 1468.47, 1474.35, 1467.15, 1471.48
04/16/07, 1452.84, 1468.62, 1452.84, 1468.47
04/13/07, 1447.80, 1453.11, 1444.15, 1452.85
04/12/07, 1438.87, 1448.02, 1433.91, 1447.80
04/11/07, 1448.23, 1448.39, 1436.15, 1438.87
04/10/07, 1444.58, 1448.73, 1443.99, 1448.39
04/09/07, 1443.77, 1448.10, 1443.28, 1444.61
04/05/07, 1438.94, 1444.88, 1436.67, 1443.76
04/04/07, 1437.75, 1440.16, 1435.08, 1439.37
04/03/07, 1424.27, 1440.57, 1424.27, 1437.77
04/02/07, 1420.83, 1425.49, 1416.37, 1424.55
03/30/07, 1422.52, 1429.22, 1408.90, 1420.86
03/29/07, 1417.17, 1426.24, 1413.27, 1422.53
03/28/07, 1428.35, 1428.35, 1414.07, 1417.23
03/27/07, 1437.49, 1437.49, 1425.54, 1428.61
03/26/07, 1436.11, 1437.65, 1423.28, 1437.50
03/23/07, 1434.54, 1438.89, 1433.21, 1436.11
03/22/07, 1435.04, 1437.66, 1429.88, 1434.54
03/21/07, 1410.92, 1437.77, 1409.75, 1435.04
03/20/07, 1402.04, 1411.53, 1400.70, 1410.94
03/19/07, 1386.95, 1403.20, 1386.95, 1402.06
03/16/07, 1392.28, 1397.51, 1383.63, 1386.95
03/15/07, 1387.11, 1395.73, 1385.16, 1392.28
03/14/07, 1377.86, 1388.09, 1363.98, 1387.17
03/13/07, 1406.23, 1406.23, 1377.71, 1377.95
03/12/07, 1402.80, 1409.34, 1398.40, 1406.60
03/09/07, 1401.89, 1410.15, 1397.30, 1402.85
03/08/07, 1391.88, 1407.93, 1391.88, 1401.89
03/07/07, 1395.02, 1401.16, 1390.64, 1391.97
03/06/07, 1374.06, 1397.90, 1374.06, 1395.41
03/05/07, 1387.11, 1391.86, 1373.97, 1374.12
03/02/07, 1403.16, 1403.40, 1386.87, 1387.17
03/01/07, 1406.80, 1409.46, 1380.87, 1403.17
02/28/07, 1398.64, 1415.89, 1396.65, 1406.82
02/27/07, 1449.25, 1449.25, 1389.42, 1399.04
02/26/07, 1451.04, 1456.95, 1445.48, 1449.37
02/23/07, 1456.22, 1456.22, 1448.36, 1451.19
02/22/07, 1457.29, 1461.57, 1450.51, 1456.38
02/21/07, 1459.60, 1459.60, 1452.02, 1457.63
02/20/07, 1455.53, 1460.53, 1449.20, 1459.68
02/16/07, 1456.77, 1456.77, 1451.57, 1455.54
02/15/07, 1455.15, 1457.97, 1453.19, 1456.81
02/14/07, 1443.91, 1457.65, 1443.91, 1455.30
02/13/07, 1433.22, 1444.41, 1433.22, 1444.26
02/12/07, 1438.00, 1439.11, 1431.44, 1433.37
02/09/07, 1448.25, 1452.45, 1433.44, 1438.06
02/08/07, 1449.99, 1450.45, 1442.81, 1448.31
02/07/07, 1447.41, 1452.99, 1446.44, 1450.02
02/06/07, 1446.98, 1450.19, 1443.40, 1448.00
02/05/07, 1448.33, 1449.38, 1443.85, 1446.99
02/02/07, 1445.94, 1449.33, 1444.49, 1448.39
02/01/07, 1437.90, 1446.64, 1437.90, 1445.94
01/31/07, 1428.65, 1441.61, 1424.78, 1438.24
01/30/07, 1420.61, 1428.82, 1420.61, 1428.82
01/29/07, 1422.03, 1426.94, 1418.46, 1420.62
01/26/07, 1423.90, 1427.27, 1416.96, 1422.18
01/25/07, 1440.12, 1440.69, 1422.34, 1423.90
01/24/07, 1427.96, 1440.14, 1427.96, 1440.13
01/23/07, 1422.95, 1431.33, 1421.66, 1427.99
01/22/07, 1430.47, 1431.39, 1420.40, 1422.95
01/19/07, 1426.35, 1431.57, 1425.19, 1430.50
01/18/07, 1430.59, 1433.30, 1424.21, 1426.37
01/17/07, 1431.77, 1435.27, 1428.57, 1430.62
01/16/07, 1430.73, 1433.93, 1428.62, 1431.90
01/12/07, 1423.82, 1431.23, 1422.58, 1430.73
01/11/07, 1414.84, 1427.12, 1414.84, 1423.82
01/10/07, 1411.94, 1415.99, 1404.33, 1414.85
01/09/07, 1412.84, 1415.61, 1405.42, 1412.11
01/08/07, 1409.26, 1414.98, 1403.97, 1412.84
01/05/07, 1418.34, 1418.34, 1405.75, 1409.71
01/04/07, 1416.60, 1421.84, 1408.22, 1418.34
01/03/07, 1418.03, 1429.42, 1407.86, 1416.60
12/29/06, 1424.71, 1427.00, 1416.72, 1418.30
12/28/06, 1426.77, 1427.26, 1422.05, 1424.73
12/27/06, 1416.63, 1427.72, 1416.63, 1426.84
12/26/06, 1410.75, 1417.91, 1410.45, 1416.90
12/22/06, 1418.10, 1418.82, 1410.28, 1410.76
12/21/06, 1423.20, 1426.40, 1415.90, 1418.30
12/20/06, 1425.51, 1429.05, 1423.51, 1423.53
12/19/06, 1422.42, 1428.30, 1414.88, 1425.55
12/18/06, 1427.08, 1431.81, 1420.65, 1422.48
12/15/06, 1425.48, 1431.63, 1425.48, 1427.09
12/14/06, 1413.16, 1427.23, 1413.16, 1425.49
12/13/06, 1411.32, 1416.64, 1411.05, 1413.21
12/12/06, 1413.00, 1413.78, 1404.75, 1411.56
12/11/06, 1409.81, 1415.60, 1408.56, 1413.04
12/08/06, 1407.27, 1414.09, 1403.67, 1409.84
12/07/06, 1412.86, 1418.27, 1406.80, 1407.29
12/06/06, 1414.40, 1415.93, 1411.05, 1412.90
12/05/06, 1409.10, 1415.27, 1408.78, 1414.76
12/04/06, 1396.67, 1411.23, 1396.67, 1409.12
12/01/06, 1400.63, 1402.46, 1385.93, 1396.71
11/30/06, 1399.47, 1406.30, 1393.83, 1400.63
11/29/06, 1386.11, 1401.14, 1386.11, 1399.48
11/28/06, 1381.61, 1387.91, 1377.83, 1386.72
11/27/06, 1400.95, 1400.95, 1381.44, 1381.90
11/24/06, 1405.94, 1405.94, 1399.25, 1400.95
11/22/06, 1402.69, 1407.89, 1402.26, 1406.09
11/21/06, 1400.43, 1403.49, 1399.99, 1402.81
11/20/06, 1401.17, 1404.37, 1397.85, 1400.50
11/17/06, 1399.76, 1401.21, 1394.55, 1401.20
11/16/06, 1396.53, 1403.76, 1396.53, 1399.76
11/15/06, 1392.91, 1401.35, 1392.13, 1396.57
11/14/06, 1384.36, 1394.49, 1379.07, 1393.22
11/13/06, 1380.58, 1387.61, 1378.80, 1384.42
11/10/06, 1378.33, 1381.04, 1375.60, 1380.90
11/09/06, 1385.43, 1388.92, 1377.31, 1378.33
11/08/06, 1382.50, 1388.61, 1376.29, 1385.72
11/07/06, 1379.75, 1388.19, 1379.19, 1382.84
11/06/06, 1364.27, 1381.40, 1364.27, 1379.78
11/03/06, 1367.31, 1371.68, 1360.98, 1364.30
11/02/06, 1367.44, 1368.39, 1362.21, 1367.34
11/01/06, 1377.76, 1381.95, 1366.26, 1367.81
10/31/06, 1377.93, 1381.21, 1372.19, 1377.94
10/30/06, 1377.30, 1381.22, 1373.46, 1377.93
10/27/06, 1388.89, 1388.89, 1375.85, 1377.34
10/26/06, 1382.21, 1389.45, 1379.47, 1389.08
10/25/06, 1377.36, 1383.61, 1376.00, 1382.22
10/24/06, 1377.02, 1377.78, 1372.42, 1377.38
10/23/06, 1368.58, 1377.40, 1363.94, 1377.02
10/20/06, 1366.94, 1368.66, 1362.10, 1368.60
10/19/06, 1365.95, 1368.09, 1362.06, 1366.96
10/18/06, 1363.93, 1372.87, 1360.95, 1365.96
10/17/06, 1369.05, 1369.05, 1356.87, 1364.05
10/16/06, 1365.61, 1370.20, 1364.48, 1369.05
10/13/06, 1362.82, 1366.63, 1360.50, 1365.62
10/12/06, 1349.94, 1363.76, 1349.94, 1362.83
10/11/06, 1353.28, 1353.97, 1343.57, 1349.95
10/10/06, 1350.62, 1354.23, 1348.60, 1353.42
10/09/06, 1349.58, 1352.69, 1346.55, 1350.66
10/06/06, 1353.22, 1353.22, 1344.21, 1349.58
10/05/06, 1349.84, 1353.79, 1347.75, 1353.22
10/04/06, 1333.81, 1350.22, 1331.48, 1350.22
10/03/06, 1331.32, 1338.31, 1327.10, 1334.11
10/02/06, 1335.82, 1338.54, 1330.28, 1331.32
09/29/06, 1339.15, 1339.88, 1335.64, 1335.85
09/28/06, 1336.56, 1340.28, 1333.75, 1339.15
09/27/06, 1336.12, 1340.08, 1333.54, 1336.59
09/26/06, 1326.35, 1336.60, 1325.30, 1336.34
09/25/06, 1314.78, 1329.35, 1311.58, 1326.37
09/22/06, 1318.03, 1318.03, 1310.94, 1314.78
09/21/06, 1324.89, 1328.19, 1315.45, 1318.03
09/20/06, 1318.28, 1328.53, 1318.28, 1325.18
09/19/06, 1321.17, 1322.04, 1312.17, 1318.31
09/18/06, 1319.85, 1324.87, 1318.16, 1321.18
09/15/06, 1316.28, 1324.65, 1316.28, 1319.87
09/14/06, 1318.00, 1318.00, 1313.25, 1316.28
09/13/06, 1312.74, 1319.92, 1311.12, 1318.07
09/12/06, 1299.53, 1314.28, 1299.53, 1313.11
09/11/06, 1298.86, 1302.36, 1290.93, 1299.54
09/08/06, 1294.02, 1300.14, 1294.02, 1298.92
09/07/06, 1300.21, 1301.25, 1292.13, 1294.02
09/06/06, 1313.04, 1313.04, 1299.28, 1300.26
09/05/06, 1310.94, 1314.67, 1308.82, 1313.25
09/01/06, 1303.80, 1312.03, 1303.80, 1311.01
08/31/06, 1304.25, 1306.11, 1302.45, 1303.82
08/30/06, 1303.70, 1306.74, 1302.15, 1304.27
08/29/06, 1301.57, 1305.02, 1295.29, 1304.28
08/28/06, 1295.09, 1305.02, 1293.97, 1301.78
08/25/06, 1295.92, 1298.88, 1292.39, 1295.09
08/24/06, 1292.97, 1297.23, 1291.40, 1296.06
08/23/06, 1298.73, 1301.50, 1289.82, 1292.99
08/22/06, 1297.52, 1302.49, 1294.44, 1298.82
08/21/06, 1302.30, 1302.30, 1295.51, 1297.52
08/18/06, 1297.48, 1302.30, 1293.57, 1302.30
08/17/06, 1295.37, 1300.78, 1292.71, 1297.48
08/16/06, 1285.27, 1296.21, 1285.27, 1295.43
08/15/06, 1268.19, 1286.23, 1268.19, 1285.58
08/14/06, 1266.67, 1278.90, 1266.67, 1268.21
08/11/06, 1271.64, 1271.64, 1262.08, 1266.74
08/10/06, 1265.72, 1272.55, 1261.30, 1271.81
08/09/06, 1271.13, 1283.74, 1264.73, 1265.95
08/08/06, 1275.67, 1282.75, 1268.37, 1271.48
08/07/06, 1279.31, 1279.31, 1273.00, 1275.77
08/04/06, 1280.26, 1292.92, 1273.82, 1279.36
08/03/06, 1278.22, 1283.96, 1271.25, 1280.27
08/02/06, 1270.73, 1283.42, 1270.73, 1278.55
08/01/06, 1276.66, 1278.66, 1265.71, 1270.92
07/31/06, 1278.53, 1278.66, 1274.31, 1276.66
07/28/06, 1263.15, 1280.42, 1263.15, 1278.55
07/27/06, 1268.20, 1275.85, 1261.92, 1263.20
07/26/06, 1268.87, 1273.89, 1261.94, 1268.40
07/25/06, 1260.91, 1272.39, 1257.19, 1268.88
07/24/06, 1240.25, 1262.50, 1240.25, 1260.91
07/21/06, 1249.12, 1250.96, 1238.72, 1240.29
07/20/06, 1259.81, 1262.56, 1249.13, 1249.13
07/19/06, 1236.74, 1261.81, 1236.74, 1259.81
07/18/06, 1234.48, 1239.86, 1224.54, 1236.86
07/17/06, 1236.20, 1240.07, 1231.49, 1234.49
07/14/06, 1242.29, 1242.70, 1228.45, 1236.20
07/13/06, 1258.58, 1258.58, 1241.43, 1242.29
07/12/06, 1272.39, 1273.31, 1257.29, 1258.60
07/11/06, 1267.26, 1273.64, 1259.65, 1272.52
07/10/06, 1265.46, 1274.06, 1264.46, 1267.34
07/07/06, 1274.08, 1275.38, 1263.13, 1265.48
07/06/06, 1270.58, 1278.32, 1270.58, 1274.08
07/05/06, 1280.05, 1280.05, 1265.91, 1270.91
07/03/06, 1270.06, 1280.38, 1270.06, 1280.19
06/30/06, 1272.86, 1276.30, 1270.20, 1270.20
06/29/06, 1245.94, 1272.88, 1245.94, 1272.87
06/28/06, 1238.99, 1247.06, 1237.59, 1246.00
06/27/06, 1250.55, 1253.37, 1238.94, 1239.20
06/26/06, 1244.50, 1250.92, 1243.68, 1250.56
06/23/06, 1245.59, 1253.13, 1241.43, 1244.50
06/22/06, 1251.92, 1251.92, 1241.53, 1245.60
06/21/06, 1240.09, 1257.96, 1240.09, 1252.20
06/20/06, 1240.12, 1249.01, 1238.87, 1240.12
06/19/06, 1251.54, 1255.93, 1237.17, 1240.14
06/16/06, 1256.16, 1256.27, 1246.33, 1251.54
06/15/06, 1230.01, 1258.64, 1230.01, 1256.16
06/14/06, 1223.66, 1231.46, 1219.29, 1230.04
06/13/06, 1236.08, 1243.37, 1222.52, 1223.69
06/12/06, 1252.27, 1255.22, 1236.20, 1236.40
06/09/06, 1257.93, 1262.58, 1250.03, 1252.30
06/08/06, 1256.08, 1259.85, 1235.18, 1257.93
06/07/06, 1263.61, 1272.47, 1255.77, 1256.15
06/06/06, 1265.23, 1269.88, 1254.46, 1263.85
06/05/06, 1288.16, 1288.16, 1264.66, 1265.29
06/02/06, 1285.71, 1290.68, 1280.22, 1288.22
06/01/06, 1270.05, 1285.71, 1269.19, 1285.71
05/31/06, 1259.38, 1270.09, 1259.38, 1270.09
05/30/06, 1280.04, 1280.04, 1259.84, 1259.84
05/26/06, 1272.71, 1280.54, 1272.50, 1280.16
05/25/06, 1258.41, 1273.26, 1258.41, 1272.88
05/24/06, 1256.56, 1264.53, 1245.34, 1258.57
05/23/06, 1262.06, 1273.67, 1256.15, 1256.58
05/22/06, 1267.03, 1268.77, 1252.98, 1262.07
05/19/06, 1261.81, 1272.15, 1256.28, 1267.03
05/18/06, 1270.25, 1274.89, 1261.75, 1261.81
05/17/06, 1291.73, 1291.73, 1267.31, 1270.32
05/16/06, 1294.50, 1297.88, 1288.51, 1292.08
05/15/06, 1291.19, 1294.81, 1284.51, 1294.50
05/12/06, 1305.88, 1305.88, 1290.38, 1291.24
05/11/06, 1322.63, 1322.63, 1303.45, 1305.92
05/10/06, 1324.57, 1325.51, 1317.44, 1322.85
05/09/06, 1324.66, 1326.60, 1322.48, 1325.14
05/08/06, 1325.76, 1326.70, 1322.87, 1324.66
05/05/06, 1312.25, 1326.53, 1312.25, 1325.76
05/04/06, 1307.85, 1315.14, 1307.85, 1312.25
05/03/06, 1313.21, 1313.47, 1303.92, 1307.85
05/02/06, 1305.19, 1313.66, 1305.19, 1313.21
05/01/06, 1310.61, 1317.21, 1303.46, 1305.19
04/28/06, 1309.72, 1316.04, 1306.16, 1310.61
04/27/06, 1305.41, 1315.00, 1295.57, 1309.72
04/26/06, 1301.74, 1310.97, 1301.74, 1305.41
04/25/06, 1308.11, 1310.79, 1299.17, 1301.74
04/24/06, 1311.28, 1311.28, 1303.79, 1308.11
04/21/06, 1311.46, 1317.67, 1306.59, 1311.28
04/20/06, 1309.93, 1318.16, 1306.38, 1311.46
04/19/06, 1307.65, 1310.39, 1302.79, 1309.93
04/18/06, 1285.33, 1309.02, 1285.33, 1307.65
04/17/06, 1289.12, 1292.45, 1280.74, 1285.33
04/13/06, 1288.12, 1292.09, 1283.37, 1289.12
04/12/06, 1286.57, 1290.93, 1286.45, 1288.12
04/11/06, 1296.60, 1300.71, 1282.96, 1286.57
04/10/06, 1295.51, 1300.74, 1293.17, 1296.62
04/07/06, 1309.04, 1314.07, 1294.18, 1295.50
04/06/06, 1311.56, 1311.99, 1302.44, 1309.04
04/05/06, 1305.93, 1312.81, 1304.82, 1311.56
04/04/06, 1297.81, 1307.55, 1294.71, 1305.93
04/03/06, 1302.88, 1309.19, 1296.65, 1297.81
03/31/06, 1300.25, 1303.00, 1294.83, 1294.83
03/30/06, 1302.89, 1310.15, 1296.72, 1300.25
03/29/06, 1293.23, 1305.60, 1293.23, 1302.89
03/28/06, 1301.61, 1306.24, 1291.84, 1293.23
03/27/06, 1302.95, 1303.74, 1299.09, 1301.61
03/24/06, 1301.67, 1306.53, 1298.89, 1302.95
03/23/06, 1305.04, 1305.04, 1298.11, 1301.67
03/22/06, 1297.23, 1305.97, 1295.81, 1305.04
03/21/06, 1305.08, 1310.88, 1295.82, 1297.23
03/20/06, 1307.25, 1310.00, 1303.59, 1305.08
03/17/06, 1305.33, 1309.79, 1305.32, 1307.25
03/16/06, 1303.02, 1310.45, 1303.02, 1305.33
03/15/06, 1297.48, 1304.40, 1294.97, 1303.02
03/14/06, 1284.13, 1297.48, 1284.13, 1297.48
03/13/06, 1281.58, 1287.37, 1281.58, 1284.13
03/10/06, 1272.23, 1284.37, 1271.11, 1281.58
03/09/06, 1278.47, 1282.74, 1272.23, 1272.23
03/08/06, 1275.88, 1280.33, 1268.42, 1278.47
03/07/06, 1278.26, 1278.26, 1271.11, 1275.88
03/06/06, 1287.23, 1288.23, 1275.67, 1278.26
03/03/06, 1289.14, 1297.33, 1284.20, 1287.23
03/02/06, 1291.24, 1291.24, 1283.21, 1289.14
03/01/06, 1280.66, 1291.80, 1280.66, 1291.24
02/28/06, 1294.12, 1294.12, 1278.66, 1280.66
02/27/06, 1289.43, 1297.57, 1289.43, 1294.12
02/24/06, 1287.79, 1292.11, 1285.62, 1289.43
02/23/06, 1292.67, 1293.84, 1285.14, 1287.79
02/22/06, 1283.03, 1294.17, 1283.03, 1292.67
02/21/06, 1287.24, 1291.92, 1281.33, 1283.03
02/17/06, 1289.38, 1289.47, 1284.07, 1287.24
02/16/06, 1280.00, 1289.39, 1280.00, 1289.38
02/15/06, 1275.53, 1281.00, 1271.06, 1280.00
02/14/06, 1262.86, 1278.21, 1260.80, 1275.53
02/13/06, 1266.99, 1266.99, 1258.34, 1262.86
02/10/06, 1263.82, 1269.89, 1254.98, 1266.99
02/09/06, 1265.65, 1274.56, 1262.80, 1263.78
02/08/06, 1254.78, 1266.47, 1254.78, 1265.65
02/07/06, 1265.02, 1265.78, 1253.61, 1254.78
02/06/06, 1264.03, 1267.04, 1261.62, 1265.02
02/03/06, 1270.84, 1270.87, 1261.02, 1264.03
02/02/06, 1282.46, 1282.46, 1267.72, 1270.84
02/01/06, 1280.08, 1283.33, 1277.57, 1282.46
01/31/06, 1285.20, 1285.20, 1276.85, 1280.08
01/30/06, 1283.72, 1287.94, 1283.51, 1285.20
01/27/06, 1273.83, 1286.38, 1273.83, 1283.72
01/26/06, 1264.68, 1276.44, 1264.68, 1273.83
01/25/06, 1266.86, 1271.87, 1259.42, 1264.68
01/24/06, 1263.82, 1271.47, 1263.82, 1266.86
01/23/06, 1261.49, 1268.19, 1261.49, 1263.82
01/20/06, 1285.04, 1285.04, 1260.92, 1261.49
01/19/06, 1277.93, 1287.79, 1277.93, 1285.04
01/18/06, 1282.93, 1282.93, 1272.08, 1277.93
01/17/06, 1287.61, 1287.61, 1278.61, 1282.93
01/13/06, 1286.06, 1288.96, 1282.78, 1287.61
01/12/06, 1294.18, 1294.18, 1285.04, 1286.06
01/11/06, 1289.72, 1294.90, 1288.12, 1294.18
01/10/06, 1290.15, 1290.15, 1283.76, 1289.69
01/09/06, 1285.45, 1290.78, 1284.82, 1290.15
01/06/06, 1273.48, 1286.09, 1273.48, 1285.45
01/05/06, 1273.46, 1276.91, 1270.30, 1273.48
01/04/06, 1268.80, 1275.37, 1267.74, 1273.46
01/03/06, 1248.29, 1270.22, 1245.74, 1268.80
